291.0,90.0,59.0,61.0
292.0,89.0,59.0,61.0
293.0,89.0,58.0,61.0
294.0,88.0,58.0,61.0
295.0,88.0,58.0,61.0
296.0,87.0,57.0,61.0
297.0,87.0,57.0,61.0
298.0,87.0,57.0,61.0
298.0,86.0,56.0,60.0
299.0,86.0,56.0,60.0
299.0,86.0,55.0,60.0
300.0,85.0,55.0,60.0
301.0,85.0,54.0,59.0
301.0,85.0,54.0,59.0
302.0,84.0,53.0,59.0
303.0,84.0,53.0,59.0
303.0,84.0,52.0,59.0
304.0,84.0,52.0,58.0
304.0,83.0,51.0,58.0
305.0,83.0,51.0,58.0
306.0,83.0,51.0,58.0
306.0,82.0,50.0,58.0
307.0,82.0,50.0,57.0
308.0,82.0,49.0,57.0
308.0,82.0,49.0,57.0
309.0,81.0,48.0,57.0
309.0,81.0,48.0,57.0
310.0,81.0,47.0,56.0
311.0,80.0,47.0,56.0
311.0,80.0,46.0,56.0
312.0,80.0,46.0,56.0
313.0,80.0,46.0,56.0
312.0,80.0,46.0,56.0
312.0,80.0,46.0,57.0
312.0,80.0,47.0,58.0
312.0,80.0,47.0,59.0
312.0,80.0,48.0,59.0
312.0,81.0,48.0,60.0
312.0,81.0,49.0,61.0
311.0,81.0,49.0,62.0
311.0,81.0,49.0,62.0
311.0,81.0,50.0,63.0
311.0,81.0,50.0,64.0
311.0,82.0,51.0,65.0
311.0,82.0,51.0,65.0
311.0,82.0,52.0,66.0
311.0,82.0,52.0,67.0
310.0,82.0,52.0,68.0
310.0,82.0,53.0,69.0
310.0,83.0,53.0,69.0
310.0,83.0,54.0,70.0
310.0,83.0,54.0,71.0
310.0,83.0,55.0,72.0
310.0,83.0,55.0,72.0
309.0,83.0,55.0,73.0
309.0,84.0,56.0,74.0
309.0,84.0,56.0,75.0
309.0,84.0,57.0,75.0
309.0,84.0,57.0,76.0
309.0,84.0,58.0,77.0
309.0,84.0,58.0,78.0
309.0,85.0,59.0,79.0
308.0,85.0,59.0,78.0
307.0,85.0,60.0,78.0
306.0,86.0,61.0,78.0
305.0,86.0,61.0,78.0
304.0,87.0,62.0,77.0
303.0,87.0,63.0,77.0
302.0,88.0,63.0,77.0
302.0,88.0,64.0,77.0
301.0,89.0,65.0,77.0
300.0,89.0,66.0,76.0
299.0,90.0,66.0,76.0
298.0,90.0,67.0,76.0
297.0,90.0,68.0,76.0
296.0,91.0,68.0,76.0
295.0,91.0,69.0,75.0
295.0,92.0,70.0,75.0
294.0,92.0,71.0,75.0
293.0,93.0,71.0,75.0
292.0,93.0,72.0,75.0
291.0,94.0,73.0,74.0
290.0,94.0,73.0,74.0
289.0,95.0,74.0,74.0
288.0,95.0,75.0,74.0
288.0,96.0,76.0,74.0
287.0,97.0,76.0,73.0
287.0,98.0,76.0,73.0
286.0,99.0,76.0,72.0
286.0,100.0,76.0,72.0
285.0,101.0,76.0,71.0
285.0,102.0,76.0,71.0
284.0,103.0,76.0,70.0
284.0,104.0,76.0,70.0
284.0,105.0,76.0,69.0
283.0,107.0,76.0,69.0
283.0,108.0,76.0,68.0
282.0,109.0,76.0,68.0
282.0,110.0,76.0,67.0
281.0,111.0,76.0,67.0
281.0,112.0,76.0,66.0
281.0,113.0,76.0,66.0
280.0,114.0,76.0,65.0
280.0,115.0,76.0,65.0
279.0,116.0,76.0,64.0
279.0,118.0,76.0,64.0
278.0,119.0,76.0,63.0
278.0,120.0,76.0,62.0
278.0,121.0,76.0,62.0
277.0,122.0,76.0,61.0
277.0,123.0,76.0,61.0
276.0,124.0,76.0,60.0
276.0,125.0,76.0,60.0
275.0,126.0,76.0,59.0
275.0,127.0,76.0,59.0
275.0,129.0,77.0,59.0
274.0,130.0,76.0,58.0
273.0,132.0,76.0,58.0
273.0,133.0,76.0,58.0
272.0,135.0,76.0,58.0
272.0,137.0,76.0,58.0
271.0,138.0,76.0,58.0
270.0,140.0,75.0,57.0
270.0,142.0,75.0,57.0
269.0,143.0,75.0,57.0
269.0,145.0,75.0,57.0
268.0,146.0,75.0,57.0
268.0,148.0,75.0,57.0
267.0,150.0,74.0,56.0
266.0,151.0,74.0,56.0
266.0,153.0,74.0,56.0
265.0,155.0,74.0,56.0
265.0,156.0,74.0,56.0
264.0,158.0,74.0,56.0
263.0,159.0,73.0,55.0
263.0,161.0,73.0,55.0
262.0,163.0,73.0,55.0
262.0,164.0,73.0,55.0
261.0,166.0,73.0,55.0
261.0,168.0,73.0,55.0
260.0,168.0,73.0,55.0
259.0,169.0,73.0,55.0
259.0,170.0,74.0,55.0
258.0,170.0,74.0,55.0
257.0,171.0,74.0,55.0
257.0,172.0,75.0,55.0
256.0,172.0,75.0,55.0
255.0,173.0,75.0,55.0
255.0,174.0,76.0,55.0
254.0,174.0,76.0,55.0
253.0,175.0,76.0,55.0
253.0,176.0,77.0,55.0
252.0,176.0,77.0,55.0
251.0,177.0,77.0,55.0
251.0,178.0,78.0,55.0
250.0,176.0,79.0,55.0
250.0,175.0,81.0,56.0
